car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,lat,lon,lat_rad,lon_rad
HG31,BLK 414-416 HOUGANG AVENUE 10,35011.0401,39719.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375478045,103.8963178,0.024006621,1.813332826
HG32,BLK 601-608 HOUGANG AVENUE 4,33869.4973,39265.7089,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.371372579,103.8860602,0.023934967,1.813153797
HG33,BLK 609-621 HOUGANG AVENUE 8,33681.9766,39065.4219,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.369561301,103.8843751,0.023903354,1.813124387
HG34,BLK 622-632 HOUGANG AVENUE 8,33362.3594,39106.8477,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.369935999,103.8815031,0.023909894,1.813074261
HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",34192.6367,38725.0781,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.366483266,103.8889637,0.023849632,1.813204473
HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",34136.906,38647.2952,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.365779841,103.8884629,0.023837355,1.813195732
HG37,BLKS 501-507 HOUGANG AVENUE 8,34015.3359,39445.9023,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.373002146,103.8873707,0.023963408,1.81317667
HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",34274.4064,39391.9731,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.372514378,103.8896986,0.023954895,1.813217299
HG39,HOUGANG SPORTS COMPLEX,33859.2191,39106.9608,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.369936927,103.8859678,0.02390991,1.813152185
HG4,BLK 19-23 HOUGANG AVE 3,34417.4102,38475.2617,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.36422398,103.8909834,0.0238102,1.813239723
HG40,BLK 1 - 38 DEFU LANE LORRY PARK,34539.9612,37136.0181,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.352112375,103.8920843,0.023598813,1.813258938
HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,33122.7539,39254.3111,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.371269641,103.8793501,0.02393317,1.813036684
HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,33575.4429,39573.3197,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.374154544,103.8834179,0.023983521,1.813107681
HG43,BLK 668-680 HOUGANG AVENUE 8,33674.0721,39346.8732,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.372106634,103.8843042,0.023947778,1.813123149
HG44,BLK 681-684 HOUGANG AVENUES 4/8,33899.488,39516.6851,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.3736423,103.8863297,0.023974581,1.813158501
HG45,BLK 685-691 HOUGANG STREET 61,33877.2539,39766.0352,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375897326,103.88613,0.024013939,1.813155016
HG46,BLK 692-698 HOUGANG STREET 61,33969.957,39760.9531,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375851347,103.886963,0.024013136,1.813169554
HG47,BLK 805 HOUGANG CENTRAL,34748.896,39244.171,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.371177611,103.8939622,0.023931564,1.813291713
HG48,BLK 417-434 HOUGANG AVE 6/8/10,34763.52,39713.1288,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375418672,103.8940937,0.024005584,1.813294008
HG49,BLK 435-458 HOUGANG AVE 6/8,34837.5859,40085.5664,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.378786829,103.8947593,0.02406437,1.813305625
HG5,BLK 24/25 HOUGANG AVE 3,34565.1384,38599.6502,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.365348867,103.8923108,0.023829833,1.813262891
HG50,BLK 534-545 HOUGANG AVENUE 8,34456.3578,39923.9507,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.377325329,103.8913337,0.024038862,1.813245837
HG51,BLK 546-555 HOUGANG STREET 51,34320.5249,40069.8193,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.378644535,103.8901131,0.024061886,1.813224534
HG52,BLK 556-566 HOUGANG STREET 51,34280.7309,40250.2304,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.380276108,103.8897556,0.024090363,1.813218294
HG53,BLK 830A HOUGANG CENTRAL,34387.2418,39208.0516,MULTI-STOREY CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.370851042,103.8907125,0.023925864,1.813234995
HG54,BLK 220-222 HOUGANG STREET 21,33679.7387,37636.4156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.356637944,103.8843547,0.023677799,1.813124031
HG55,BLK 814 HOUGANG AVENUE 10,34665.4285,39409.9585,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.372676945,103.8932122,0.023957732,1.813278623
HG56,BLK 830-835 HOUGANG CENTRAL,34294.1172,39167.2578,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.370482139,103.8898757,0.023919426,1.81322039
HG57,DEFU LANE 7,35081.043,37491.8984,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.355330689,103.8969463,0.023654983,1.813343796
HG58,DEFU LANE 8,35056,37688.4219,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.357107974,103.8967214,0.023686002,1.81333987
HG59,DEFU LANE 9,34677.457,36999.3906,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.35087674,103.8933197,0.023577247,1.8132805
HG60,BLK 548A HOUGANG STREET 51,34440.7881,40108.8916,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.378997863,103.8911938,0.024068053,1.813243396
HG61,BLK 559A HOUGANG STREET 51,34213.8314,40180.7212,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.379647509,103.8891544,0.024079392,1.813207801
HG62,BLK 566A HOUGANG STREET 51,34147.6282,40310.4206,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.380820472,103.8885596,0.024099864,1.81319742
HG63,BLK 465A UPPER SERANGOON ROAD,35132.7409,39368.197,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.372299161,103.8974113,0.023951139,1.813351911
HG64,BLK 682-684 HOUGANG STREET 61,33895.9179,39593.254,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.374334759,103.8862976,0.023986667,1.813157941
HG65,DEFU LANE 11,34622.7764,36051.0336,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.342300194,103.8928282,0.023427558,1.813271921
HG66,DEFU LANE 12,34913.4572,35860.8756,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.340580416,103.8954401,0.023397542,1.813317508
HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",34955.3741,39587.9068,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.37428617,103.8958176,0.023985819,1.813324096
HG68,BLK 838A HOUGANG CENTRAL,34512.6726,39104.8807,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.369917979,103.8918395,0.023909579,1.813254665
HG69,BLK 850A HOUGANG CENTRAL,34638.456,39111.1082,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.36997427,103.8929698,0.023910562,1.813274393
HG7,BLK 109-127 HOUGANG AVENUE 1,34063.4941,37305.6551,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.353646604,103.887803,0.02362559,1.813184215
HG70,BLK 567A HOUGANG STREET 51,34141.9377,40105.4776,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.378967052,103.8885084,0.024067515,1.813196527
HG71,BLK 574A HOUGANG STREET 51,33904.3999,39964.9457,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.377696187,103.8863739,0.024045335,1.813159273
HG72,BLK 576A HOUGANG AVENUE 4,33852.9205,40066.849,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.37861777,103.8859114,0.024061419,1.8131512
HG73,BLK 909A HOUGANG STREET 91,33590.2913,40031.4783,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.378297943,103.8835514,0.024055837,1.813110011
HG74,BLK 166A HOUGANG AVENUE 1,34093.2753,36992.4181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.350813808,103.8880705,0.023576149,1.813188884
HG75,BLK 172A HOUGANG AVENUE 1,34196.4873,36967.1434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.350585213,103.8889979,0.023572159,1.81320507
HG76,BLK 159A HOUGANG STREET 11,33136.498,37101.9975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.35180498,103.8794733,0.023593448,1.813038834
HG77,BLK 919A HOUGANG AVENUE 4,33667.3839,39716.3125,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375447696,103.8842441,0.024006091,1.8131221
HG78,BLK 925A HOUGANG STREET 91,33558.5205,39862.4297,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.376769141,103.8832659,0.024029155,1.813105028
HG79,BLK 931A HOUGANG STREET 91,33249.7444,39781.9719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.37604157,103.8804913,0.024016456,1.813056602
HG80,BLK 941A HOUGANG STREET 92,33091.2937,39576.5271,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.374183638,103.8790675,0.023984029,1.813031752
HG81,DEFU LANE 1,35344.4023,38110.0508,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.360920945,103.8993129,0.023752551,1.813385101
HG82,DEFU LANE 2,35706.5,38048.3008,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.360362411,103.9025666,0.023742803,1.813441888
HG83,DEFU LANE 3,35650.3728,37831.2487,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.358399495,103.9020622,0.023708544,1.813433085
HG84,DEFU LANE 5,35239,37964.8945,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.359608236,103.8983658,0.02372964,1.813368571
HG85,DEFU LANE 6,35362.1016,38036.1953,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.360253021,103.899472,0.023740894,1.813387877
HG86,BLK 946A HOUGANG STREET 92,33253.8313,39628.6415,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.374654911,103.880528,0.023992254,1.813057242
HG87,BLK 955A HOUGANG AVENUE 9,32957.2644,39767.9074,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375914427,103.8778632,0.024014237,1.813010733
HG88,BLK 699D HOUGANG STREET 52,34152.1329,39776.9634,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.3759961,103.8886,0.024015662,1.813198125
HG89,BLK 435A HOUGANG AVE 8,34756.316,39980.4127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.37783588,103.894029,0.024047773,1.813292879
HG9,BLK 201-204 HOUGANG STREET 21,33698.1131,37886.9986,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.358904112,103.8845199,0.023717351,1.813126914
HG9T,BLK 206 HOUGANG ST 21,33778.1037,37858.0136,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.358641968,103.8852387,0.023712776,1.81313946
HG90,BLK 966A HOUGANG AVENUE 9,32955.07,39984.6887,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.37787491,103.8778435,0.024048454,1.813010389
HG91,BLK 971A HOUGANG STREET 91,33219.5565,39999.7403,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.378010985,103.8802201,0.024050829,1.813051868
HG92,BLK 373A HOUGANG STREET 31,34315.7845,38258.1777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.362260782,103.8900702,0.023775936,1.813223785
HG93,BLK 980 BUANGKOK CRESCENT,33208.1321,40209.8525,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.379911157,103.8801175,0.024083993,1.813050078
HG94,BLK 984 BUANGKOK LINK,33267.1427,40391.5643,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.381554475,103.8806478,0.024112674,1.813059333
HG95,BLK 105 HOUGANG AVENUE 1,34319.1474,37341.5832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.35397147,103.8901002,0.02363126,1.813224309
HG96,BLK 108 HOUGANG AVE 1,34282.3014,37198.2092,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.352674861,103.8897691,0.02360863,1.81321853
HG97,BLK 804 HOUGANG AVE 10,34837.3954,39248.3805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.371215659,103.8947574,0.023932228,1.813305592
HG98,988 BUANGKOK GREEN,32937.6918,40208.4852,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.379898839,103.8776874,0.024083778,1.813007664
HG99,BLK 174A-174D HOUGANG AVENUE 1,34202.0544,36839.2199,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.349428323,103.8890479,0.023551967,1.813205943
HLM,BLK 531A HONG LIM MSCP,29357.8516,29697.9551,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.284846165,103.8455194,0.022424796,1.812446227
HR1,BLK 1-3 HAIG RD,35147.8437,32640.4844,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.311456439,103.8975454,0.022889233,1.813354252
HR2,BLK 4-6 HAIG RD,35090.332,32769.8359,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.312626255,103.8970287,0.02290965,1.813345234
HR3,BLK 7 TO 9 HAIG RD,35018.9851,32918.853,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.313973923,103.8963877,0.022933171,1.813334046
HR4,BLK 10 TO 14 HAIG RD,34975.9951,32997.6117,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.314686194,103.8960014,0.022945603,1.813327304
HR5,BLK 21 TO 23 HAIG RD,34875.6086,32812.5333,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.313012442,103.8950993,0.02291639,1.813311559
HVM,BLK 51 HAVELOCK ROAD,27376.7446,30252.7338,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.289863388,103.8277184,0.022512363,1.812135541
H11,BLK 34 JALAN BUKIT HO SWEE,27390.4513,29983.9052,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.287432208,103.8278415,0.022469931,1.812137689
H12,BLK 1/5 DELTA AVE,27342.3203,30487.627,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.291987668,103.827409,0.022549439,1.812130141
H14,BLK 96 HAVELOCK ROAD MSCP,27902.6425,30092.5905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.288415121,103.8324438,0.022487086,1.812218015
H15,BLK 568 GANGES AVENUE,27733.5273,30287.791,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.290180436,103.8309242,0.022517897,1.812191493
H17,BLK 28A BEO CRESCENT,27392.1841,30064.5769,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.288161771,103.8278571,0.022482664,1.812137962
H18,BLK 44A HAVELOCK ROAD,27294.4381,30155.4567,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.28898365,103.8269788,0.022497009,1.812122632
H3,BLK 87 ZION RD,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.291002587,103.8325154,0.022532246,1.812219264
H4,BLK 22 HAVELOCK RD,27560.7129,30056.3984,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.288087811,103.8293714,0.022481373,1.812164391
H42A,"BLK 644,645,652,655 HOUGANG AVENUE 8",33437.4888,39407.7276,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.372657022,103.8821783,0.023957385,1.813086045
H6,BLK 77/79 GANGES AVENUE,27517.5526,30418.6159,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.291363562,103.8289836,0.022538546,1.812157623
H6M,BLK 78A INDUS RD,27399.5432,30402.6587,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.29121925,103.8279232,0.022536027,1.812139115
H8,BLKS 4-8 TAMAN HO SWEE,27733.2963,30015.8248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.287720881,103.8309221,0.022474969,1.812191456
H87L,BLK 950 TO 976 HOUGANG AVE 9 /STREET 91,33038.8293,40052.7361,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.378490289,103.8785962,0.024059194,1.813023526
IABY,BLK 1 KAKI BUKIT@AUTOBAY KAKI BT AVE 6,36787.2198,35929.5704,SURFACE/MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.341201176,103.912277,0.023408376,1.813611367
IAM1,BLK 1 & 3 AMK TECH I ANG MO KIO IND PK 2A,31897.8094,39988.0037,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.37790505,103.8683433,0.02404898,1.812844579
IAM2,BLK 5 AMK TECH II ANG MO KIO IND PK 2A,32122.2782,39982.3966,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.37785431,103.8703603,0.024048094,1.812879782
IAPT,BLK10 AMK AUTOPOINT ANG MO KIO IND PK 2A,31956.2336,39868.3322,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.376822781,103.8688682,0.024030091,1.81285374
IATL,BLK 20 AMK TECHLINK ANG MO KIO IND PK 2A,32155.0115,39892.0434,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.377037188,103.8706544,0.024033833,1.812884915
IELK,BLK 3018 EASTLINK BEDOK NTH ST 5,40648.3757,35277.3197,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.335301118,103.9469715,0.023305401,1.8142169
IETH,BLK 3016 EASTECH BEDOK NTH AVE 4,40855.6257,35538.8629,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.337666319,103.9488338,0.023346682,1.814249403
IGEK,BLK 3017 GOURMET EAST KITCHEN BEDOK NTH ST 5,40631.9987,35510.7553,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.337412219,103.9468244,0.023342247,1.814214333
IKBP,PLOT A @ KAKI BUKIT ROAD 5,37097.0485,36053.4873,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,1.342321738,103.915061,0.023427934,1.813659957
IKB1,BLK1 KB-1 KAKI BT AVE 3,35968.8363,35468.8705,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.33703502,103.9049232,0.023335663,1.813483019
ISEK,BLK 3015 SHIMEI EAST KITCHEN BEDOK NTH ST 5,40699.0393,35447.5661,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.336840735,103.9474268,0.023332272,1.814224847
ISKY,BLK 2 SKYTECH BT BATOK ST 24,19201.0565,36017.0366,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.34199218,103.7542548,0.023422182,1.810853359
ISMA,BLK 176 SIN MING AUTOCARE SIN MING DR,28695.8352,38080.0246,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.3606503,103.8395711,0.023747828,1.81234241
IUPX,BLK 3023 UBIPLEX UBI RD 3,35077.1934,34638.0926,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.329522021,103.8969111,0.023204537,1.813343181
IYS1,BLK 1 YS-ONE YISHUN ST 23,28898.0964,46707.6931,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.438675458,103.8413888,0.025109624,1.812374134
JBM,BLK 134A JALAN BUKIT MERAH,27310.8041,29072.5884,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.279190616,103.8271259,0.022326088,1.8121252
JBM2,BLK 113A JLN BUKIT MERAH,27106.7084,29178.3854,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.280147397,103.825292,0.022342787,1.812093192
JB1,"BLK 3-5,7,8,4A JALAN BATU",33505.3407,31638.549,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.302395672,103.8827866,0.022731093,1.813096662
JB2,BLK 10-11 JALAN BATU,33528.7279,31552.9403,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.301621457,103.8829967,0.02271758,1.813100329
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",33672.4849,31431.027,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.300518895,103.8842884,0.022698337,1.813122874
JB4,"BLK 1,2,9 KAMPONG KAYU",33547.8789,31758.125,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.303477062,103.8831688,0.022749966,1.813103333
JCM,BLK 2 JOO CHIAT RD,35293.685,33059.6021,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.315246737,103.898856,0.022955386,1.813377126
JCML,BLK 2 JOO CHIAT RD,35269.0428,33048.779,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.315148863,103.8986346,0.022953678,1.813373262
JKM,BLK 8A JALAN KUKOH MSCP,28632.6028,29956.2267,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.287181894,103.8390028,0.022465562,1.812332491
JKS,BLK 1 JALAN KUKOH CAR PARK,28703.5642,30064.2195,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.288158537,103.8396404,0.022482608,1.812343619
JMB1,BLK 117A JALAN MEMBINA,27298.7467,29375.368,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.281928835,103.8270175,0.022373879,1.812123308
JMB2,BLK 18A JALAN MEMBINA,27274.0467,29729.2354,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.285129072,103.8267956,0.022429734,1.812119435
JMB3,BLK 26 JALAN MEMBINA,27140.8217,29448.5025,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.282590231,103.8255985,0.022385422,1.812098542
JMS,BLK 4/5/6 JALAN MINYAK CAR PARK,28610.6237,30051.6694,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.288045041,103.8388053,0.022480627,1.812329044
